-2.47417e-06	0.00197182	-3.59643e-06
-2.46377e-06	0.00197172	-3.63001e-06
-2.5461e-06	0.00197182	-3.59504e-06
-2.49239e-06	0.00197181	-3.62294e-06
-2.41355e-06	0.00197185	-3.69222e-06
-2.42353e-06	0.00197169	-3.61359e-06
-2.40811e-06	0.00197186	-3.59184e-06
-2.51316e-06	0.0019717	-3.51236e-06
-2.51228e-06	0.0019718	-3.56437e-06
-2.46998e-06	0.00197178	-3.60765e-06
-2.48259e-06	0.00197181	-3.60533e-06
-2.48516e-06	0.00197182	-3.61878e-06
-2.51541e-06	0.00197174	-3.60874e-06
-2.49251e-06	0.00197182	-3.62063e-06
-2.49494e-06	0.00197181	-3.59353e-06
-2.42119e-06	0.00197177	-3.61695e-06
-2.38283e-06	0.00197175	-3.62116e-06
-2.37563e-06	0.00197182	-3.59286e-06
-2.64115e-06	0.00197176	-3.61483e-06
-2.50695e-06	0.00197178	-3.69379e-06
-2.39997e-06	0.00197163	-3.60617e-06
-2.44425e-06	0.00197178	-3.45363e-06
-2.45217e-06	0.00197182	-3.62607e-06
-2.59174e-06	0.00197182	-3.58607e-06
-2.50409e-06	0.00197184	-3.61189e-06
-2.51907e-06	0.00197187	-3.62673e-06
-2.39118e-06	0.00197182	-3.63497e-06
-2.38526e-06	0.00197175	-3.62824e-06
-2.543e-06	0.00197171	-3.61898e-06
-2.49715e-06	0.00197176	-3.60826e-06
-2.50528e-06	0.00197179	-3.63347e-06
-2.4377e-06	0.00197181	-3.58717e-06
-2.37026e-06	0.00197183	-3.63964e-06
-2.45042e-06	0.00197183	-3.67127e-06
-2.58124e-06	0.00197185	-3.59991e-06
-2.673e-06	0.00197176	-3.61085e-06
-2.55875e-06	0.00197181	-3.66465e-06
-2.45508e-06	0.00197175	-3.62956e-06
-2.41906e-06	0.00197182	-3.59642e-06
-2.58399e-06	0.00197173	-3.61395e-06
-2.65036e-06	0.00197177	-3.62059e-06
-2.66402e-06	0.0019718	-3.62194e-06
-2.44156e-06	0.00197179	-3.62317e-06
-2.44165e-06	0.0019718	-3.62166e-06
-2.4013e-06	0.00197183	-3.63646e-06
-2.51635e-06	0.00197179	-3.60716e-06
-2.47035e-06	0.00197181	-3.63544e-06
-2.41243e-06	0.00197174	-3.60644e-06
