   8.8424254e-01   9.9612537e+00   5.0986541e+00
   2.6011796e-01   9.9966791e+00   5.0981149e+00
  -2.1199462e+00   9.7749726e+00  -5.0997097e+00
  -2.7267809e+00   9.6247242e+00  -5.1002315e+00
  -3.3231428e+00   9.4370206e+00  -5.1007501e+00
  -3.3351620e+00   9.4328133e+00  -1.5740709e+00
  -5.0986531e+00   8.6139645e+00  -9.1828693e+00
  -5.5652616e+00   8.3214363e+00  -8.7508835e+00
  -4.5509212e+00   8.9138530e+00   1.6108431e+00
  -5.9625339e+00   8.0425361e+00  -4.3417813e+00
  -5.7864028e+00   8.1697704e+00   5.0725948e-01
  -6.1358801e+00   7.9114452e+00   1.6091539e+00
  -6.5286378e+00   7.5912467e+00   2.2977514e+00
  -7.4636459e+00   6.6743314e+00  -1.6214668e+00
  -7.5737169e+00   6.5489963e+00   1.0225761e+00
  -7.8326854e+00   6.2363482e+00   2.2970094e+00
  -7.4981159e+00   6.6355349e+00   8.8810844e+00
  -8.5193398e+00   5.2560562e+00   2.6476073e+00
  -8.2662126e+00   5.6472717e+00   8.9109816e+00
  -8.6299568e+00   5.0714218e+00   8.6182582e+00
  -8.9309068e+00   4.5171982e+00   8.6186851e+00
  -9.3820063e+00   3.4766058e+00   5.7540069e+00
  -9.4257430e+00   3.3552519e+00   8.6199814e+00
  -9.6175450e+00   2.7522168e+00   8.6208204e+00
  -9.8839317e+00   1.5269751e+00   5.0952530e+00
  -9.9600925e+00   8.9736733e-01   5.0963282e+00
  -9.9958755e+00  -2.8967161e-01   1.9569647e+00
  -9.6306636e+00  -2.7055459e+00  -8.3452899e+00
  -9.4257431e+00  -3.3552516e+00  -8.6199815e+00
  -9.1965411e+00  -3.9443750e+00  -8.6192637e+00
  -9.4333587e+00  -3.3336084e+00  -1.2894509e+00
  -8.6299566e+00  -5.0714221e+00  -8.6182581e+00
  -9.0599575e+00  -4.2507521e+00   2.6928134e-01
  -9.1269830e+00  -4.1039230e+00   4.7891141e+00
  -8.5337464e+00  -5.2324242e+00   1.1105018e+00
  -8.5379120e+00  -5.2255925e+00   4.7562081e+00
  -7.5065409e+00  -6.6259927e+00  -1.6081290e+00
  -6.2397626e+00  -7.8299718e+00  -8.0505594e+00
  -7.0308790e+00  -7.1289961e+00   1.6212436e+00
  -6.7995297e+00  -7.3498784e+00   3.3855380e+00
  -6.4543407e+00  -7.6544138e+00   4.3421603e+00
  -6.5875350e+00  -7.5403153e+00   8.9493960e+00
  -5.5060555e+00  -8.3605727e+00   4.7427440e+00
  -5.5973339e+00  -8.3000008e+00   8.9727019e+00
  -5.0849763e+00  -8.6219856e+00   9.0916546e+00
  -4.5385273e+00  -8.9201214e+00   9.1092200e+00
  -3.1417773e+00  -9.4984428e+00   3.9982008e+00
