   1.2771006e+01   2.7377861e+01   2.6238583e+01
  -6.3857552e+00   2.9374550e+01  -9.2526152e+00
  -1.5180906e+01   2.6189530e+01  -2.4383124e+01
  -1.7526224e+01   2.4744411e+01  -2.6233691e+01
  -1.6990477e+01   2.5102595e+01  -2.1362410e+01
  -1.6674595e+01   2.5305907e+01  -1.7020397e+01
  -1.5468872e+01   2.6028550e+01  -1.0637433e+01
  -1.7199968e+01   2.4964685e+01  -1.1057469e+01
  -1.5915251e+01   2.5770282e+01  -4.4593625e+00
  -6.4251626e+00   2.9366651e+01   1.9467047e+01
  -8.1886399e+00   2.8961478e+01   1.9449257e+01
  -2.4448410e+01   1.7949823e+01  -1.6268036e+01
  -1.0870392e+01   2.8133860e+01   2.1041186e+01
  -2.4206726e+01   1.8283856e+01  -8.2907956e+00
  -1.3826447e+01   2.6891071e+01   2.1847536e+01
  -1.3713874e+01   2.6945420e+01   2.5696224e+01
  -1.6033767e+01   2.5699852e+01   2.4067658e+01
  -2.0002760e+01   2.2835830e+01   1.8032817e+01
  -1.8641419e+01   2.3939482e+01   2.5061222e+01
  -2.1452920e+01   2.1488474e+01   2.1389972e+01
  -2.6385595e+01   1.4819565e+01   9.2748351e+00
  -2.3597535e+01   1.9082196e+01   2.2410734e+01
  -2.3935501e+01   1.8646686e+01   2.4965560e+01
  -2.5700835e+01   1.6032148e+01   2.2648514e+01
  -2.6718574e+01   1.4175962e+01   2.2344668e+01
  -2.6826517e+01   1.3958625e+01   2.5500583e+01
  -2.7927029e+01   1.1428909e+01   2.4096572e+01
  -2.5007907e+01  -1.7134704e+01  -2.5075905e+01
  -2.9144776e+01  -7.4468021e+00  -2.2848014e+00
  -2.4605836e+01  -1.7726629e+01  -1.9218098e+01
  -2.1310238e+01  -2.1629923e+01  -2.5378331e+01
  -2.1166652e+01  -2.1770097e+01  -2.2166599e+01
  -2.9258056e+01  -6.9455552e+00   1.3019227e+01
  -2.8214648e+01  -1.0642437e+01   9.8058331e+00
  -2.7176088e+01  -1.3221804e+01   8.3869905e+00
  -2.7565103e+01  -1.2333804e+01   1.3745712e+01
  -2.7484534e+01  -1.2524280e+01   1.6971381e+01
  -2.5422461e+01  -1.6488685e+01   1.2357227e+01
  -2.7924440e+01  -1.1435756e+01   2.6290231e+01
  -2.4477660e+01  -1.7908777e+01   1.6362941e+01
  -2.4928993e+01  -1.7253524e+01   2.1457071e+01
  -2.2914685e+01  -1.9911078e+01   1.8743522e+01
  -2.4028204e+01  -1.8524042e+01   2.5725318e+01
  -2.2838162e+01  -1.9999985e+01   2.5719308e+01
  -2.1789466e+01  -2.1146676e+01   2.6335745e+01
  -1.9805259e+01  -2.3004880e+01   2.4660161e+01
  -1.7792136e+01  -2.4559989e+01   2.3271162e+01
  -1.5429962e+01  -2.6050518e+01   2.1348834e+01
  -1.5779908e+01  -2.5849745e+01   2.5748478e+01
  -1.4419831e+01  -2.6594765e+01   2.6271084e+01
   5.3600295e+00  -2.9561248e+01  -1.0767699e+01
  -1.1098266e+01  -2.8050923e+01   2.6242775e+01
  -9.3175396e+00  -2.8645324e+01   2.6093584e+01
  -7.5559076e+00  -2.9119025e+01   2.6047366e+01
  -4.8469127e+00  -2.9641908e+01   2.4128952e+01
   2.0559790e+01  -2.2340990e+01  -2.6617369e+01
   2.1078288e+01  -2.1855381e+01  -2.4395600e+01
   2.2026116e+01  -2.0899022e+01  -2.3395430e+01
   1.5242360e+01  -2.6155567e+01  -2.9224484e+00
   2.3171568e+01  -1.9606931e+01  -1.9503378e+01
   2.5740821e+01  -1.5964967e+01  -2.4296552e+01
   1.5865740e+01  -2.5799458e+01   6.4544684e+00
   2.7407045e+01  -1.2704121e+01  -2.3816547e+01
   1.1759011e+01  -2.7798903e+01   2.2746377e+01
   2.5330114e+01  -1.6635915e+01  -8.4333564e+00
   1.4691255e+01  -2.6453559e+01   2.3521132e+01
   1.9046446e+01  -2.3625803e+01   1.6856872e+01
   2.0262339e+01  -2.2608518e+01   1.7360695e+01
   1.9768127e+01  -2.3036328e+01   2.2234800e+01
   2.8244953e+01  -1.0555626e+01  -2.7703619e+00
   2.8910940e+01  -8.3803867e+00  -3.2169025e+00
   2.5197641e+01  -1.6843803e+01   1.7226636e+01
   2.3809498e+01  -1.8811124e+01   2.5357940e+01
   2.6277948e+01  -1.5019466e+01   2.0492881e+01
   2.5898681e+01  -1.5695558e+01   2.5524740e+01
   2.6993549e+01   1.3613083e+01  -2.4799607e+01
   2.6739960e+01   1.4133368e+01  -2.2257324e+01
   2.4900136e+01   1.7296633e+01  -2.5440142e+01
   2.9078441e+01  -7.7242087e+00   2.4387355e+01
   2.9522935e+01  -5.5866540e+00   2.4154197e+01
   2.1315136e+01   2.1625086e+01  -2.5365021e+01
   2.6402622e+01   1.4787502e+01  -5.6080664e+00
   2.9185398e+01   7.2713310e+00   1.2432267e+01
   1.8479517e+01   2.4061621e+01  -2.1859349e+01
   2.8851957e+01   8.5984777e+00   1.7217247e+01
   2.8754802e+01   8.9446650e+00   2.0180063e+01
   2.7753287e+01   1.1873970e+01   1.8243099e+01
   2.5386807e+01   1.6545832e+01   1.2231764e+01
   2.6960810e+01   1.3681734e+01   2.1861614e+01
   2.6518178e+01   1.4567899e+01   2.3648020e+01
   2.5768838e+01   1.5917636e+01   2.4398552e+01
   2.5169730e+01   1.6887052e+01   2.5877236e+01
   2.4153908e+01   1.8355421e+01   2.6122779e+01
   2.1935371e+01   2.0994777e+01   2.3141454e+01
   2.1704449e+01   2.1234168e+01   2.6100513e+01
   2.0396555e+01   2.2488756e+01   2.6189310e+01
   1.8055754e+01   2.4372558e+01   2.3907708e+01
   1.7596275e+01   2.4696322e+01   2.6401137e+01
   1.5988511e+01   2.5726899e+01   2.6227918e+01
   1.4490770e+01   2.6558254e+01   2.6429604e+01
   1.1839927e+01   2.7766879e+01   2.4227176e+01
